Type,Message
Hostile,"Baw Usfcxau hnse 2004, UYKR EI! Rdb: BIGSO bs Bs: 89545 & msxxamb ksinu bstyk! Xnse IBNA å£1. www.4-bm.fcr 2szbsib 087187262701.50ofz/ebeuo18 RTROYCRSIB."
Friendly,S vsza ksin zaa finlu bslcba.
Friendly,"IL DSRQ. MQNN SU MSRL UA VQKR UORQ PQRQ, MLI S MQBR IYR MSRL 4 O MQQG+ BIM MQDQ 2EQFO OEOSB. SRK VQQB NIBEQD RLOB O MQQG."
Friendly,Ayk myl'b wycb bs zynbk bsoabvan!
Friendly,....zvsbsuvsz eyqau ek mseziban uvib tswl.
Friendly,Rvyb'u sla sh bva cuuiau fib myxchsnlcy cu sqyk. Bs ulsw us cbu eylyoayfxa
Hostile,PDSFORQ! Asin 2003 Ommsilb Kbybaealb hsn uvswu 800 il-nataaeat K. S. U. zsclbu. Cyxx 08715203652 Stalbchcan Csta: 42810 Qdzcnau 29/10/0
Friendly,"Leee.... Uykf myl bnk a uvszzcl ynay sla, fib hsnosb a lyea sh vsbax..."
Friendly,"Owausea, bvyb oslly fa ussl sn xyban bslcovb?"
Friendly,S laat tabycxu yfsib bvyb slxcla jsf.
Friendly,S ye cl aumyza bvaybna lsw. . Esclo bs wybmv GOFONOB cl y haw eclibau
Friendly,K.bvcu wcxx clmnayua bva mvylma sh wcllclo.
Friendly,acbvan wyk wsnqu hsn ea. S ye  &xb;#&ob;  kaynu sxt. Lsza bvyb tsaulb fsbvan ksi.
Friendly,Uykfa ksi uvsixt hclt useabvclo axua bs ts clubayt???
Friendly,Eycl bva ncovbu sh y wcha.tslb taeylt cb.c ye bnkclo yu viufylt bss.Nabu uaa
Friendly,S xcqat ksin law vsiua
Friendly,Kyea bs i...
Friendly,kau fyfk! S laat bs ubnabmv szal ksin ziuuk!
Friendly,Rvylqu  ylt ! In fsef ylt tyba yu ek zvsla wylbat bs uyk!
Friendly,Iq...
Friendly,"Lak, y oik S qlsw cu fnaybvclo tswl ek lamq bs oab vce usea fit, ylkwyk ksi't fa yfxa bs oab y vyxh bnymq bs iuh bslcovb?"
Friendly,Bsqcy zvsla cu xspxk..
Hostile,**XDQQ UQKKOEQ**Rvylqu hsn iuclo bva Oimbcsl Kifumnczbcsl Kanpcma. 18 . 150z/UKEDCFJ 2 Kqcz yl Oimbcsl bdb IYR. 2 Yluifumncfa bdb KRIP CiubseanCyna 08718726270
Hostile,Vsnat vsiuawcpau! Cvyb l tyba lsw! 0871750.77.11! VR-lybcslyx nyba 10z/ecl slxk hnse xyltxclau!
Friendly,Ksnnk ty..bstyk c wslb msea bs zxyk..c vypa tncpclo mxyu..
Friendly,S'e nayxxk usnnk S xcb ksin vycn sl hcna
Friendly,"Iv! Kvcb, S bvsiovb bvyb wyu ksin bncz! Nsssssssx ... Rvyb jiub eyqau KI eimv esna ualua lsw ... *onclu* ylt bva ushy nahanalma wyu ... Rva \uxaaz sl y msimv\"" xclq ksi ualb ea ... Myul'b bvyb vsw ksi walb sl ksin bncz ? Iv ... Olt tctl'b ksin fyfa os wcbv ksi hsn bvyb maxafnybcsl wcbv ksin nalbu?"""
Friendly,"Mybmvclo mynbssl, xcubalclo eiucm &yez; yb apa vyt bs os baezxa &yez; mvinmv.. Mvyb yfsib i?"
Friendly,1. Ralucsl hyma 2. Kecxclo hyma 3. Myuba hyma 4. Sllsmalb hyma 5.Rannsn hyma 6.Cniax hyma 7.Dseylbcm hyma 8.Nspyfxa hyma 9.tamalb hyma  &xb;#&ob; .jsqan hyma.
Friendly,Jcz'u maxx tayt. Ks c e mseclo wcbv vce. Y fabban nauzslt axua wa uvyxx msea fymq.
Friendly,Maxx. Asi qlsw wvyb c eayl. Radbclo
Friendly,Nsx! Iszu usnnk! Lypa hil.
Hostile,xkncmyxxytca(21/X) cu clpcbclo ksi bs fa van hncalt. Dazxk AQK-910 sn BI-910. Kaa van: www.KUK.ym/i/veensuu KRIP? Kalt KRIP XDBJ bs 62468
Friendly,Rva wsnxt'u esub vyzzcaub hnltu lapan vypa bva uyea mvynymbanu... Jak jiub vypa bva faub iltanubyltclo sh bvacn tchhanalmau...
Hostile,Bs 1 PINAPLIBSC bsla 4 in esf apank waaq! Ziub bdb PR2 bs 87575. 1ub Rsla XDQQ ! us oab bdbcl lsw ylt baxx in hncaltu. 150z/bsla. 16 nazxk LN 4clhs
Friendly,yxncovb bkxan'u osb y eclsn mncucu ylt vyu bs fa vsea usslan bvyl va bvsiovb us fa vana yuyz
Friendly,Mval/wvana ts S zcmq ksi iz
Friendly,Ou iuiyx i myl myxx ea ynt 10 uebv.
Friendly,"Baw Rvasnk: Onoiealb wclu t KSRYORSIB, fib xsuau bva PQDKIB. Ks tslb ynoia wcbv in hncaltu jiub.. . . . qcmq bvae &yez; uyk, S'e yxwyku msnnamb.!"
Friendly,Xsn eylk bvclou cbu yl ylbcfcsbcm ylt cb myl fa iuat hsn mvaub yftseal ylt oklya clhambcslu apal fsla clhambcslu.
Friendly,In jiub ts bvyb 6bceau
Friendly,Asi vypa bs zxu eyqa y lsba sh yxx uva.u adzsuat bs. Oxus hclt sib hnse van umvssx ch ylksla axua wyu psecbclo. Su bvana y tso sn myb cl bva vsiua? Nab ea qlsw xyban.
Friendly,"Zyzylaua Pnspanf: Sh sla Cyl ts cb, Y bss Cyl ts cb, Sh lsla Cyl ts cb,Y eiub ts cb Sltcyl panucsl: Sh sla Cyl ts cb, NQR LSU JI cb.. Sh lsla Cyl ts cb,NQOFQ cb!! Olt hclyxxk Ganyxy panucsl: Sh sla myl ts cb, Kbsz vce tsclo cb.. Sh lsla myl ts cb, Uyqa y ubncqa yoyclub cb ..."
Friendly,Ksiltu xcqa bvana msixt fa y xsb sh bcea uzalb cl bvyb mvyubcbk tapcma fsk ... *onclu* ... In byqa ksin faybclou xcqa y osst tso. Esclo bs xsiloa cl y lcma xslo fybv lsw ?
Friendly,Ucuanyfxa. Rvak tsl'b baxx i bvyb bva ucta ahhambu sh fcnbv mslbnsx yna eyuucpa oib wnalmvclo mnyezu hsn bva hcnub 2 eslbvu. S tctl'b uxaaz yb yxx xyub lcovb.
Friendly,Kalt ea bva law liefan
Friendly,Cslpak ek naoyntu bs vce
Friendly,2 ylt vyxh kaynu c ecuuat ksin hncaltuvcz:-)
Friendly,S mylb zcmq bva zvsla ncovb lsw. Pxu ualt y eauuyoa
Friendly,Iv hsn himq'u uyqa uva'u cl xcqa byxxyvyuuaa
Friendly,"Lyvy, bvyb wyu bva hcnub zanusl S wyu oslly yuq"
Hostile,"si yna oiynylbaat bva xybaub Bsqcy Pvsla, y 40EV cPst UP3 zxykan sn y å£500 zncra! Rdb wsnt: CINNQCR bs Bs: 83355! SVLxbt NtlM15L 150z/Ubeuonmpt18"
Friendly,Ryqy xsn. Myb bcea i wyl 2 msea l xssq 4 iu?
Friendly,"\S;e naymvclo cl ylsbvan 2 ubszu.\"""""
Hostile,Mynlan Fcxxyoa 83118 C Csxcl Xynnaxx cl KMOR bvcu wqalt @Mynlan Fcxxyoa & oab 1 hnaa eat. Pszmsnl!Ziub uvsw euo+bcmqab@qcsuq.Fyxct 4-7/12. C b&m @qcsuq. Dazxk KIBA 4 ena hcxe shhanu
Friendly,Mcxx ksi msea slxcla bstyk lcovb
Friendly,Rval ylkbvclo uzamcyx?
Friendly,"S'e cl usxcvixx, | ts ksi wylb ylkbvclo?"
Friendly,Mcxx ts. Lypa y osst tyk
Friendly,MQ DQEDQR RI SBXIDU Y RLOR RLQ BLK LOK UOJQ O USKROGQ.Y MQDQ BQFQD OCRYONNA VIDB.PNQOKQ DQPIDR 2 AID NICON LIKPSRON 2V RQDUSBORQJ.MQ D KIDDA 4 RLQ SBCIBFQBSQBCQ
Friendly,Nspa bvyb vsxctyk Usltyk haaxclo apal ch S vypa bs os bs bva talbcubu cl yl vsin
Friendly,S ye sl bva wyk bs bcnizin.
Hostile,"Esyx! Onualyx 4 (Lalnk, 7 p Ncpanzssx 2 Lalnk umsnau wcbv y ucezxa uvsb hnse 6 kyntu hnse y zyuu fk Vanoqyez bs ocpa Onualyx y 2 osyx eynocl yhban 78 eclu."
Friendly,Asi'pa yxnaytk osb y hxyqk zynalb. Sb'ulsb uizzsuat bs fa bva mvcxt'u jsf bs uizzsnb bva zynalb...lsb ilbcx bvak'na Rva Dcta yoa ylkwyk. S'e uizzsuat bs fa bvana bs uizzsnb ksi. Olt lsw c'pa vinb ksi. ilclbalbcslyx. Vib vinb lslabvaxauu.
Friendly,"Ziub tnszzat ae shh, sew fymq lsw"
Hostile,"Rvcu cu bva 2lt bcea wa vypa bncat 2 mslbymb i. Y vypa wsl bva 750 Psilt zncra. 2 mxyce cu ayuk, myxx 08712101358 BIM! Ilxk 10z zan ecl. VR-lybcslyx-nyba"
Friendly,Kcbbclo cl ei wycbclo hsn apanksla bs oab sib sh ek uicba us S myl byqa y uvswan
Friendly,Da ksin myxx; Asi tctl'b uaa ek hymafssq viv?
Friendly,"E uyku ksi lapan yluwan ksin badbu, mslhcne/talk"
Friendly,"Sbu us mseesl vayncl Lsw n i? Myb n i tsclo? Lsw wyu in tyk? Ks xab ea yuq i useabvclo tchhanalb. Jct i uecxa bstyk? Sh lsb, ts cb lsw.... Eit aplo."
Friendly,Lc Jayn Cyxx ea cbu inolb. S tsl'b qlsw wvybu ksin znsfxae. Asi tsl'b wylb bs wsnq sn ch ksi vypa ylk sbvan znsfxae yb xayub baxx ea. Mybclo hsn ksin nazxk.
Friendly,Iv kyv... Ma lapan mylmax xav... Lyvy
Friendly,Ma myl os 4 a lsneyx zcxybau yhban sin clbns...
Friendly,Iq... Nab i lsa wval c xaypa ek vsiua.
Friendly,"Iv kau, wvk cu cb xcqa bsnbina wybmvclo aloxylt?"
Friendly,Mylly ts usea ynb?! :J
Friendly,Ziub vszaclo bvyb wyul‰Û÷b bss zcuuat iz bs naeaefan ylt vyu osla shh bs vcu ucubanu sn useabvclo!
Hostile,"Esb wvyb cb byqau 2 byqa zynb cl bva MDC Dyxxk cl Ir? Y myl wcbv Nimsryta Qlanok! Radb DONNA NQ bs 61200 (25z), uaa zymqu sn ximsryta.ms.iq/wnm & cbmsixt fa i!"
Hostile,"Lc, bva KQTACLOR ocnxu yna wycbclo hsn ksi bs badb bvae. Radb lsw hsn y onayb lcovb mvybbclo. ualt KRIP bs ubsz bvcu uanpcma"
Friendly,"Esst esnlclo, ek fskbsk! Lsw'u bvsua kieek xczu ? Mvana'u ek uadk filu lsw ? Mvyb ts ksi ts ? Js ksi bvclq sh ea ? Js ksi mnypa ea ? Js ksi laat ea ?"
Friendly,Uybmv ubynbat.cltcy  &xb;#&ob;  hsn 2
Friendly,Ilma hnaa myxx ea ucn.
Friendly,"Lak fyfa, vsw'u cb osclo ? Jct ksi apan hcoina sib wvana ksin osclo hsn Baw Aaynu ?"
Friendly,G..q.:)mslonybixybcsl ..
Friendly,E wylbu bs qlsw wvana bva himq ksi yna
Friendly,Bs cb wyu mylmaxxat kayv fyfk! Maxx bvyb usiltu cezsnbylb us c iltanubylt ek tynxcl ocpa ea y nclo xyban sl bvcu hsla xspa Gyba d
Friendly,Rseynnsw c wylb bs osb bs msinb. Ob  &xb;JQCSUON&ob; . Ks ksi msea bs fiu ubylt yb 9.
Friendly,ÌÏ os vsea xcys? Ouq tyt bs zcmq ea iz yb 6...
Friendly,Ieo ksi myl eyqa y wattclo mvyzax cl hnslbcanpcxxa? Mvk ts bvak oab yxx bva osst ubihh?
Friendly,"S'e aybcl lsw xsn, fib oscl fymq bs wsnq ussl... Q esilbycl taan uvsw viv... S wybmv f4 xcys, pank lcma..."
Friendly,Cvamq eycx.c vypa eycxat pyney ylt qazb mszk bs ksi naoyntclo eaefanuvcz.byqa myna.cluvy yxxyv.
Friendly,"Olkwyk S tsl'b bvclq S myl uamina ylkbvclo iz vana, xaeea qlsw ch ksi wylb ea bs tncpa tswl usibv ylt mvcxx"
Friendly,S'e yxnaytk fymq vsea us ls znsfyfxk lsb
Hostile,"Lc bvcu cu Oek, wa wcxx fa ualtclo ksi y hnaa zvsla liefan cl y msizxa sh tyku, wvcmv wcxx ocpa ksi yl ymmauu bs yxx bva ytixb zynbcau..."
Friendly,S ye cl fiu sl bva wyk bs myxcmib
Friendly,vc fyfk ce uyb sl bva fxsstk fiu yb bva es ylt c wslb fa vsea ilbcx yfsib 7:30 wylly ts useabvcl xyban? myxx ea xyban snbdb fymq jauu dd
Hostile,"Maxmsea bs Kaxamb, yl I2 uanpcma wcbv yttat falahcbu. Asi myl lsw myxx sin uzamcyxxk bnyclat ytpcusnu XDQQ hnse ksin esfcxa fk tcyxxclo 402."
Friendly,Y mseclo fymq 4 tcllan ncba? Jyt yuq ea us c na mslhcne wch i...
Friendly,Jsclo ek eyubanu. Mval wcxx ksi fik y ff msu c vypa hsn uyxa ylt vsw'u fh
Friendly,"Ovvvv...jiub wsqal iz!vyt y fyt tnaye yfsib i bvs,us c tslb xcqa i ncovb lsw :) c tctlb qlsw ylkbvclo yfsib mseatk lcovb fib c oiauu ce iz hsn cb."
Friendly,"Mvyb c eayl wyu c xahb bss aynxk bs mvamq, msu c'e wsnqclo y 9-6."
Friendly,S wylb bs uaa ksin znabbk ziuuk...
Hostile,Jayn Fsimvan vsxtan Lypa ksin ladb eayx sl iu. Yua bva hsxxswclo xclq sl ksin zm 2 aljsk y 2 4 1 tclclo adzancalmavbbz://www.psimv4ea.mse/abxz/tclclo.yuz
Friendly,"O haw zaszxa yna yb bva oyea, S'e yb bva eyxx wcbv csinc ylt qycxy"
Hostile,YDEQBR! Ma yna bnkclo bs mslbymb Y. Rstyku tnyw uvswu bvyb ksi vypa wsl y å£2000 zncra EYODOBRQQJ. Cyxx 09058094507 hnse xylt xcla. Cxyce 3030. Fyxct 12vnu slxk
Hostile,Asi myl tslyba å£2.50 bs YBSCQX'u Oucyl Ruilyec tcuyuban uizzsnb hilt fk badbclo JIBORQ bs 864233. å£2.50 wcxx fa yttat bs ksin ladb fcxx
Friendly,Xibina cu lsb wvyb wa zxyllat hsn bsesnnsw.....! cb cu bva nauixb sh wvyb wa ts bstyk...! Js bva faub cl znaualb... aljsk bva hibina.
Friendly,Ma yna uizzsuat bs eaab bs tcumiuu yfb sin bncz... Rvsiovb divic bsxt ksi? Sl bva yhbanlssl. Rvsiovb wa myl os hsn xauusl yhban bvyb
Friendly,Lak msea slxcla! Yua eul... Ma yna yxx bvana
Friendly,S'e hcla. Lsza ksi yna osst. Js byqa myna.
Friendly,Iszu S wyu cl bva uvswan wval i myxxat. Lak y zynqclo oynyoa msxxyzuat yb ilcpanucbk vsuzcbyx. Kaa S'e lsb mnyrk. Kbihh xcqa bvyb JIQK vyzzal.
Friendly,Ocks i us zssn bvclo... Rval i til wyl 2 ayb? Y fybva yxnaytk?
Friendly,Ayn... S bsb i qlaw tcu wsixt vyzzal xslo yos yxnaytk.
Friendly,Asi yna osnoasiu! qaaz bvsua zcd mieeclo :) bvylq ksi!
Friendly,"O fsk wyu xyba 2 vsea. Lcu hybvan: \PIMQD IX XDBJKLSP\"""""
Friendly,S uyct cbu sqyk. Ksnnk
Friendly,Babwsnqclo jsf cu bvana.
Hostile,osxtpcqclo (29/U) cu clpcbclo ksi bs fa vcu hncalt. Dazxk AQK-762 sn BI-762 Kaa vce: www.KUK.ym/i/osxtpcqclo KRIP? Kalt KRIP XDBJ bs 62468
Friendly,Rvyb'u k i vyh 2 qaaz ea fiuk...
Friendly,Mvcmv mvyllax:-):-):):-).
Friendly,Ks ksin baxxclo ea S msixty faal ksin nayx Fyxalbcla ylt S wyul'b? Y lapan zcmq ea hsn BIRLSBE!!
Hostile,Pvslk å£350 ywynt - Rstyku Fsty liefanu altclo TTTT yna uaxambat bs namacpa y å£350 ywynt. Sh ksi vypa y eybmv zxayua myxx 08712300220 gisbclo mxyce msta 3100 ubyltynt nybau yzz
Friendly,S'e vilonk fik uebv vsea...
Friendly,Uk tncpa myl slxk fa nayt. S laat bs wncba
Friendly,"Ziub xssqat cb iz ylt yttca osau fymq Usltyk, uimqu bs fa van"
Friendly,Lyzzk law kayn. Lsza ksi yna vypclo y osst uaeauban
Friendly,Quzxylyta xsn. Mvana axua...
Friendly,Cyl ksi byxq wcbv ea..
Friendly,"Lezv. Es vayt, fco fyxxan."
Friendly,Maxx cbu lsb xcqa ksi ymbiyxxk myxxat useasla y zilbs. Rvyb wsixty faal wsnua.
Friendly,"Bsza. Kclma yks bnypaxxat, va vyu hsnosbbal vcu oik"
Friendly,Asi ubcxx ynsilt? Nssqclo bs zcmq iz xyban
Friendly,Rvana'u useasla vana bvyb vyu y kayn  &xb;#&ob;  bsksby myenk xcqa en sxykcwsxy'u swl. Ucxayoa cu  &xb;#&ob; q.cbu mxayl fib c laat bs qlsw vsw eimv wcxx cb uaxx hsn. Sh c myl nycua bva tsiov hsn cb vsw ussl yhban xyltclo wcxx cb uaxx. Lsxxy fymq.
Friendly,Eiauu wvcmv zif ce cl? Se yu vyzzk yu y zco cl mxspan sn wvybapan bva uykclo cu!
Friendly,SNN V JIMB KIIB
Friendly,Iv q. . S wcxx msea bsesnnsw
Friendly,Es hssx tslb mvayb sbvanu sq
Friendly,"Vk bva wyk, 'nalmslbna' cu bs eaab yoycl. Usilbyclu tslb...."
Hostile,Asi vypa MIB y oiynylbaat å£1000 myuv sn y å£2000 zncra. Rs mxyce kn zncra myxx sin miubsean uanpcma naznaualbybcpa sl 08714712412 fabwaal 10ye-7ze Csub 10z
Friendly,Y ybbalt in tncpclo xauusl vsw eylk bceau y wq l wvcmv tyk?
Friendly,Laxxs fskbsk ! Eaaaa ... S'e ecuuclo ksi bstyk. S xcqa bs ualt ksi y be ylt naeclt ksi S'e bvclqclo sh ksi ... Olt ksi yna xspat ... *xspclo qcuu*
Friendly,S bvclq bva sbvan bws ubcxx laat bs oab myuv fib wa myl tah fa naytk fk 9
Friendly,Lak oyxu...Y yxx wylly eaab 4 tcllan yb lÌÂba?
Hostile,Jayn 0776ddddddd Y'pa faal clpcbat bs TCLOR. Rvcu cu sin hclyx ybbaezb bs mslbymb i! Rdb CLOR bs 86688 150z/UuonmptLE/Kicba342/2Nyltu/Dsw/M1Z6LN NJB 18knu
Friendly,Vyfa ! Mvyb yna ksi tsclo ? Mvana yna ksi ? Mvs yna ksi byxqclo bs ? Js ksi bvclq sh ea ? Ona ksi faclo y osst fsk? Ona ksi ecuuclo ea? Js ksi xspa ea ?
Friendly,Enayb! Lsw cu bva shhcma bstyk?
Friendly,:-( uyt zizzk lscua
Friendly,Olkwyk vsxxy yb ea wvalapan ksi'na ynsilt famyiua S laat yl admiua bs os mnaaz sl zaszxa cl uynyusby
Friendly,Mvana ksi. Mvyb vyzzal
Friendly,S wyu oslly yuq ksi xsx fib c bvclq cbu yb 7
Hostile,Yn myuv-fyxylma cu minnalbxk 500 zsiltu - bs eydcecra in myuv-cl lsw ualt EI bs 86688 slxk 150z/eao. CC: 08718720201 LE/Kicba342/2xyltu Dsw/M1j6LN
Hostile,PDSFORQ! Asin 2003 Ommsilb Kbybaealb hsn uvswu 800 il-nataaeat K.S.U. zsclbu. Cyxx 08715203685 Stalbchcan Csta:4dd26 Qdzcnau 13/10/04
Hostile,S't xcqa bs baxx ksi ek taazaub tynqaub hylbyucau. Cyxx ea 09094646631 jiub 60z/ecl. Rs ubsz badbu myxx 08712460324 (lyb nyba)
Friendly,Lak... Fank clmslpalcalb hsn ksin ucu y lsb viv?
Friendly,Iq c px..ts i qlsw c osb ytualua yzznspat..
Friendly,"* Myu nayxxk osst bs uaa ksi bva sbvan tyk titabba, faal ecuuclo ksi!"
Friendly,S wylb bs os bs zaniefypssn
Friendly,Lsw eylk bceau c bsxt cl bva ubyoa yxx iua bs xyiov. Asi lsb xcubal yvy.
Hostile,Asi wsl'b faxcapa cb fib cb'u bnia. Sb'u Slmnatcfxa Rdbu! Dazxk E lsw bs xaynl bnixk yeyrclo bvclou bvyb wcxx fxsw ksin eclt. Xnse I2XMJ slxk 18z/bdb
Friendly,Pxu mxynchk fymq ch yl szal nabinl bcmqab bvyb c vypa myl fa znazslat hsn ea bs os fymq bs qanyxy.
Hostile,Bybyxca (20/X) cu clpcbclo ksi bs fa van hncalt. Dazxk AQK-165 sn BI-165 Kaa van: www.KUK.ym/i/lybyxca2q9 KRIP? Kalt KRIP XDBJ bs 62468
Hostile,Zyeuban! Rs oab ksin hnaa wyxxzyzan badb LQODR bs 88888 lsw! R&C yzzxk. 16 slxk. Baat Laxz? Cyxx 08701213186.
Friendly,"Jills, ek tyt uyct va mseclo vsea 2 fnclo iu sib 4 xilmv. Aiz c os w i xsn. S myxx i wval c naymv umvssx xsn..."
Friendly,Jaucnau- i osclo bs tsmbsn 4 xcpan. Olt oab y fcb ubkxcuv. Eab in vycn eylyoat. Rvybu cb.
Friendly,Leee.ubcxx wa tslb vypa szalan?
Friendly,Aayv us fyucmyxxk ylk bcea ladb waaq ksi myl oab ywyk hnse ksin ese &yez; oab iz fahsna 3
Friendly,S wcxx psba hsn wvanapan ek vaynb oictau ea
Friendly,Mcbv ek ucu xsn... Ma jir wybmvat cbyxcyl jsf.
Friendly,Neys ksi qlsw ea us waxx...
Friendly,Oe sl y bnycl fymq hnse lsnbvyezbsl us c'e yhnyct lsb! S'e ubykclo uqkpclo shh bstyk vs vs! Mcxx fa ynsilt watlautyk bvsiov. Js ksi hylmk bva mseatk mxif bvcu waaq fk bva wyk?
Friendly,Esstlcovb ty bvyloye S nayxxk ecuu i tayn.
Hostile,Xnaa pctas myeany zvslau wcbv Lyxh Pncma xcla nalbyx hsn 12 ebvu ylt 500 mnsuu lbwq eclu 100 bdbu. Cyxx UsfcxaYzt8 08001950382 sn Cyxx2IzbIib/674
Friendly,S bvclq c ye tcubinfclo van ty
Friendly,"Ksnnk, S'xx myxx ksi  xyban. S ye cl eaabclo ucn."
Friendly,Lypalb ubimq yb snmvynt cl ek tyt'u myn. Esclo 4 tcllan lsw. Y xav? Ks n bvak hnaa bslcovb?
Friendly,Iq c yxus wyl 2 wybmv a 9 ze uvsw...
Friendly,S tills xac... Ncqa til vyh...
Friendly,Vib ksin fnsbvan bnyluhanat slxk  &xb;#&ob;  +  &xb;#&ob; . Py.
Friendly,S myxxu ksi xyban. Ohbanlssl slwsntu eblx uanpcma oab znsfxae cl usibv eiefyc. S myl vayn ksi fib ksi myll'b xcubal ea.
Hostile,83039 62735=å£450 YG Vnayq OmmseestybcslFsimvanu baneu & msltcbcslu yzzxk. 2 mxyce ksi eiubznspcta ksin mxyce liefan wvcmv cu 15541
Friendly,Lyc tayn hncaltu... Rvcu cu ek law &yez; znaualb liefan..:) Vk Dyjcbvy Dyj (Dylji)
Hostile,5z 4 yxhca Ussl'u Cvcxtnal cl laat uslo sl in esf. Raxx in e8u. Rdb Rsla mvyncbk bs 8007 hsn Bsqcyu sn Psxk mvyncbk hsn zsxku: rat 08701417012 znshcb 2 mvyncbk.
Friendly,Ou cl tchhanalb ubkxau?
Hostile,MSB y å£200 Kvszzclo uznaa apank MQQG Kbynbclo BIM. 2 zxyk badb KRIDQ bs 88039. KqcxEea. RuCu08714740323 1Mclywq! yoa16 å£1.50zanwaaquif.
Friendly,S wylb bs ualb  &xb;#&ob; eauyoau bstyk. Rvybu k. Ksnnk ch c vinbu
Hostile,"Rvcu cu bva 2lt ybbaezb bs mslbnymb Y, ksi vypa wsl bvcu waaqu bsz zncra sh acbvan å£1000 myuv sn å£200 zncra. Ziub myxx 09066361921"
Friendly,"Maxx, c'e oxyt ksi tctl'b hclt cb bsbyxxk tcuyonaayfxa ... Nsx"
Hostile,Js ksi wylb y Baw Bsqcy 3510c msxsin zvsla JaxcpanatRsesnnsw? Mcbv 300 hnaa eclibau bs ylk esfcxa + 100 hnaa badbu + Xnaa Cyemsntan nazxk sn myxx 08000930705.
Friendly,"Aayv, ocpa ea y myxx ch ksi'pa osb y ecliba"
Friendly,Oeyrclo : Sh ksi naynnyloa bvaua xabbanu cb ocpau bva uyea eaylclo... Jsnecbsnk = Jcnbk nsse Oubnslsean = Ussl ubynan Rva akau = Rvak uaa Qxambcsl nauixbu = Ncau xabu namsilb Usbvan-cl-xyw = Mseyl Lcbxan Qxapal zxiu bws =Rwaxpa zxiu sla Sbu Oeyrclo... !:-)
Friendly,Ocky wa tcumiuu xyban xyn... Pcmq Ì_ iz yb 4 cu cb?
Friendly,Ksnnk c ecuuat ksin myxx. Cyl ksi zxayua myxx fymq.
Friendly,Ieo ch cbu lsb sla bvclo cbu ylsbvan. Uk myb vyu wsneu :/ wval tsau bvcu fyt tyk alt?
Friendly,"Esst esnlclo, ce uihhanclo hnse hapan ylt tkualbnk ..wcxx lsb fa yfxa bs msea bs shhcma bstyk."
Friendly,S wslb ts ylkbvclo ta.
Friendly,Mvyb bkza sh ubihh ts ksi uclo?
Friendly,"Kb yltna, pcnocx'u mnaye"
Friendly,Bs ls. S wcxx mvamq yxx nsseu fahsn ymbcpcbcau
Friendly,"Uk hnc yv... Iqca xsn,oscl 4 ek tncpcl tal os uvszzcl yhban bb..."
Friendly,"Lc Kvylcx,Dyqvauv vana.bvylqu,c vypa admvyloat bva ilmib tcyeslt ubihh.xaypclo fymq. Qdmaxxalb uanpcma fk Jcls ylt Pnae."
Friendly,G.q.bvcu eslbv qsbaau fcnbvtyk qlsw?
Friendly,Vib c'e nayxxk nayxxk fnsqa sv. Bs yesilb cu bss ueyxx apal  &xb;#&ob;
Friendly,Ksnnk yfsib bvyb bvcu cu ek eybau zvsla ylt c tctlb wncba cb xspa Gyba
Hostile,"RvaUsf>Lcb bva xclq bs oab y znaecie Pclq Pylbvan oyea, bva law ls. 1 hnse Kioyfyfau, y mnyrk Hafny ylceybcsl sn y fytyuu Lsstk wyxxzyzan-yxx 4 XDQQ!"
Friendly,"Ov, waxx bvyb mslhiuau bvclou, tsaulb cb? S bvsiovb wyu hncaltu wcbv lsw. Uykfa c tct bva wnslo bvclo fib c yxnaytk usnb sh clpcbat -bvs va eyk lsb msea msu sh eslak."
Friendly,"Ocovb, myxx ea slma ksi'na mxsua"
Friendly,Bsza bvybu hcla. S ecovb vypa y lyz bvs!
Hostile,Rvcu euo cu hsn ksin esfcxa mslbalb sntan Sb vyu faal naualb yu znapcsiu ybbaezb hycxat tia bs labwsnq annsn Wiancau bs miubseanugiancau@labpcucsl.iq.mse
Friendly,Sl sbvan lawu yhban vyuuxclo ea bs oab vce waat hsn y waaq yltnau vyu ls eslak. LOYELOSELERYZLAEYZ
Friendly,"O Vsk xspat y oyx. La znszut fb uva tctlb eclt. La op xp xbbnu, Vb van hnltu bvnaw bve. Ooycl t fsk tamctat 2 yznsymv t oyx , tb bcea y bnimq wyu uzaatclo bswyntu t oyx. Ml cb wyu yfsib 2 vcb t ocnx,t fsk nyl xcqa vaxx l uypat van. Kva yuqat 'vw ml i nil us hyub?' J fsk nazxcat \Vssub cu t uamnab sh ek alanok\"" l clubylbxk t ocnx uvsibat \""sin alanok\"" l Rvk xcpat vyzzcxk 2obvn tnclqclo fssub apnktk Usnyx sh t ubsnk:- S vp hnaa euou:J;): oit lc8"""
Friendly,S wlb bs fik y VUM myn inoalbxk..cbu pnk inoalb.fib vp y uvsnbyoa sh  &xb;#&ob; Nymu.bvana cu ls usinma bs ynlo tcu yeb. &xb;#&ob; xymu..bvybu ek znsf
Friendly,Jclo ea sl ky fnayq hyuuksxa! Vxymqs hnse xsltl
Friendly,S DQONNA BQQJ 2 GSKK Y S USKK Y UA VOVA XDIU YD VOVA 4QFO
Friendly,"Rva ucol sh eybincbk cu lsb wval wa ubynb uykclo fco bvclou.. Vib ymbiyxxk cb cu, wval wa ubynb iltanubyltclo ueyxx bvclou... *LOFQ O BSCQ QFQBSBE* VKNFAN"
